variable,fuel,country,unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Primary Energy Production,total,Estonia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,1.03E-05,1.03E-05,3.09E-05,8.25E-05,7.24E-05,0.000112343,0.000173349,0.000173842,0.000193819,0.000196327,0.00030519,0.000496125,0.00060096,0.001109889,0.00128947,0.00143318,0.001941238,0.005281136,0.01018624,0.011457107,0.014057987,0.012222021,0.01393215,0.015245884,0.015260496
Primary Energy Production,total,Ethiopia,Quad Btu,0.004913526,0.005247407,0.006000599,0.006553971,0.00713052,0.007803909,0.008576166,0.009231234,0.009869744,0.010369408,0.011317376,0.011448292,0.011655434,0.012896559,0.01382344,0.014581168,0.0154583,0.01583015,0.016203033,0.016453634,0.016678635,0.020377709,0.020376519,0.022852125,0.024999936,0.028047195,0.031998694,0.033121284,0.032422949,0.035160217,0.048670488,0.061616031,0.072574956,0.083441638,0.091286649,0.098203719,0.104727986
Primary Energy Production,total,Falkland Islands (Islas Malvinas),Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-06,2.07E-06,2.03E-06,2.53E-06,2.50E-06,2.50E-06,2.98E-06,2.97E-06,1.97E-05,1.95E-05,4.88E-05,5.83E-05,6.66E-05,6.68E-05,6.66E-05,8.39E-05,8.31E-05
Primary Energy Production,total,Faroe Islands,Quad Btu,0.000509012,0.000512197,0.000512246,0.000515481,0.00051156,0.000511903,0.000511854,0.000510531,0.000640088,0.000740672,0.000769748,0.000772264,0.000858386,0.000756918,0.000779941,0.000779278,0.000725289,0.000772266,0.000785648,0.000715973,0.000773083,0.000782198,0.000977503,0.000889208,0.001011135,0.001083072,0.001139812,0.001177837,0.001063148,0.001039313,0.000787895,0.001039612,0.00104676,0.001059051,0.00148356,0.001761291,0.001458656
Primary Energy Production,total,Fiji,Quad Btu,0,0,0,0.000515481,0.0029754,0.003040077,0.003645654,0.003813354,0.003582428,0.003619904,0.004171202,0.004184836,0.004198852,0.004185454,0.004394616,0.00458884,0.00461164,0.004596054,0.00446651,0.004805709,0.004428254,0.004991872,0.004782327,0.003686513,0.003877194,0.003590641,0.003581751,0.00531858,0.005075795,0.004685776,0.004100447,0.004480048,0.005081544,0.005094894,0.00388008,0.003876704,0.004652928
Primary Energy Production,total,Finland,Quad Btu,0.174425153,0.284703464,0.299499482,0.31471335,0.321407235,0.313931017,0.314679906,0.334407612,0.327779351,0.32124645,0.354667287,0.37902907,0.393955444,0.393588032,0.37684364,0.386569706,0.373930378,0.401858645,0.462932975,0.441611375,0.455640038,0.443273806,0.418002723,0.414169068,0.477430261,0.463402621,0.448080903,0.472925187,0.504545018,0.454211678,0.473516167,0.472628175,0.509284201,0.49245311,0.499336087,0.53385506,0.515981769
Primary Energy Production,total,Former Czechoslovakia,Quad Btu,2.105325019,2.07622777,2.115167214,2.183380814,2.239497442,2.259190322,2.325829001,2.367083865,2.346177584,2.266375722,2.044694034,1.929389293,1.767893079,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,Former Serbia and Montenegro,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.724637222,0.697255664,0.660897659,0.765172189,0.77922318,0.790615976,0.812170797,0.657307035,0.688498737,0.684858976,0.701005792,0.696012908,0.715071292,0.658073727,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,Former U.S.S.R.,Quad Btu,61.60175517,61.84797052,63.82193544,65.2598662,68.3483034,70.40689234,73.08071648,75.12105113,77.80229621,77.19100216,77.69512863,71.11125757,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,Former Yugoslavia,Quad Btu,1.456780658,1.676219348,1.739088598,1.812327276,1.981501624,2.096948543,2.117049563,2.13185993,2.163364375,2.150526993,2.123204857,1.981650689,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,France,Quad Btu,2.353727033,2.688469994,2.65655518,2.989098386,3.393155622,3.562956567,3.822117182,3.97652092,4.063332257,4.059857902,4.269971051,4.468793287,4.628846297,4.854913444,4.880189798,4.953027394,5.033148823,4.931922254,4.783402549,4.929879093,5.04230728,5.162825478,5.146253953,5.163051219,5.186752389,5.148635999,5.192907895,5.14269026,5.248706794,4.91987021,5.201567515,5.199472982,5.203828501,5.289393604,5.380912906,5.359796386,5.07800564
Primary Energy Production,total,French Guiana,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547649,0.005584977,0.005781375,0.005939488,0.006159384,0.006338241,0.006553092,0.006789406,0.0069296,0.00721944,0.006674892,0.005785728,0.005094894,0.00524952,0.005069536,0.004560608
Primary Energy Production,total,French Polynesia,Quad Btu,0,0,0,0.00016832,0.00025056,0.000334304,0.00036561,0.000364665,0.000598792,0.000667648,0.000717738,0.000772264,0.00093078,0.000969046,0.000990336,0.001289,0.00137522,0.001358329,0.001539747,0.000889662,0.001183316,0.001084965,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.002705339,0.002237595,0.002153471,0.002225915,0.001885833,0.001903872,0.002098434
Primary Energy Production,total,Gabon,Quad Btu,0.382157517,0.330696465,0.34275227,0.34861321,0.350076472,0.3783803,0.36454843,0.344772492,0.3525283,0.457964096,0.591098602,0.642502,0.653184601,0.68307378,0.717286108,0.795156492,0.804986741,0.807408985,0.767644248,0.723717741,0.689752211,0.592492477,0.552742686,0.531413507,0.527636785,0.584198143,0.522375893,0.535541873,0.546188359,0.532856961,0.540611869,0.528762192,0.518462335,0.493058638,0.495279153,0.481492064,0.477497527
Primary Energy Production,total,Gambia,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,9.92E-06,1.98E-05,1.97E-05,3.03E-05,3.22E-05,3.50E-05,2.95E-05,2.96E-05,2.95E-05,3.82E-05,3.79E-05
Primary Energy Production,total,Georgia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.077456461,0.074172423,0.076309719,0.056589992,0.064140112,0.069239448,0.071687277,0.072657205,0.066464338,0.063753668,0.072657571,0.073171908,0.066285917,0.099949495,0.092999484,0.09377863,0.094843031,0.087665759,0.117371265,0.103785168,0.094336736,0.10473385,0.105377481,0.102484507,0.110000303
Primary Energy Production,total,Germany,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,5.868818298,5.623747274,5.299956997,5.119793524,5.056800319,5.135180682,5.00223285,4.768107248,4.843928567,4.908098764,4.996227112,5.055291916,5.046487742,5.135505628,5.063060397,5.202446164,5.188299823,5.113209977,4.882974565,4.955664691,4.861999494,4.950162786,4.94015869,4.926806818,4.984890918,4.783764043
Primary Energy Production,total,East Germany,Quad Btu,3.953681696,4.079030049,4.181707145,4.238601814,4.511016807,4.750932555,4.704324153,4.661280678,4.692429798,4.550625526,3.860724982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,West Germany,Quad Btu,4.724530387,4.857568541,4.830358097,4.73712519,5.005762854,5.257671016,5.039340888,5.082607856,5.159939506,5.072754282,4.820364188,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,Ghana,Quad Btu,0.059447633,0.060449327,0.056273077,0.031445886,0.023422088,0.033598912,0.047147478,0.048208713,0.049668764,0.054016896,0.058916928,0.0633987,0.070374979,0.0681377,0.06530302,0.070576352,0.080890972,0.079930966,0.049333424,0.065326122,0.082171408,0.082941779,0.066055538,0.05427371,0.067779712,0.068724107,0.068179077,0.04947164,0.073505494,0.07944576,0.082722184,0.238273604,0.246498056,0.29007885,0.307774555,0.302375624,0.287524291
Primary Energy Production,total,Gibraltar,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,total,Greece,Quad Btu,0.142216574,0.178868474,0.213767484,0.223144027,0.242468268,0.254003245,0.270056291,0.292902019,0.299776722,0.303081322,0.297616795,0.315660264,0.311694731,0.304776389,0.31408816,0.325227619,0.342586573,0.333532741,0.337151508,0.338191722,0.350986388,0.349625076,0.371119724,0.383934621,0.39084161,0.389727638,0.380606639,0.358026528,0.364153288,0.383384533,0.374083978,0.358020035,0.386877104,0.39455676,0.391701353,0.382539339,0.319040975
Primary Energy Production,total,Greenland,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001748646,0.001744371,0.001632614,0.001851486,0.0018225,0.001923072,0.002029797,0.001944124,0.002016336,0.001990508,0.0025864,0.002887776,0.003284008,0.00328302,0.003568334,0.00372792,0.003792833,0.003545088
Primary Energy Production,total,Grenada,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88E-07,9.85E-07,9.76E-07,2.05E-05,3.01E-05,2.95E-05,2.96E-05,0.00014265,1.86E-05,1.94E-05
Primary Energy Production,total,Guadeloupe,Quad Btu,0,0,0,0,0,0,0.00031338,0.00031257,0.00030972,0.00031296,0.00031206,0.00031308,0.00031026,0.000316486,0.000316701,0.000316578,0.00032054,0.000357455,0.00040788,0.00040904,0.00051005,0.00051665,0.00061038,0.00151875,0.0015024,0.00149985,0.00148785,0.001502368,0.001507662,0.0015128,0.001531692,0.001729448,0.001351272,0.001488396,0.00150258,0.001435126,0.001357104
Primary Energy Production,total,Guam,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-07,1.95E-06,1.94E-06,5.71E-06,1.91E-05,2.85E-05,0.000288889,0.000609312
Primary Energy Production,total,Guatemala,Quad Btu,0.016648698,0.014817733,0.018684263,0.024353126,0.01761778,0.013635413,0.029063318,0.026571812,0.025737156,0.030856632,0.033444462,0.03473258,0.033182389,0.038800909,0.042838119,0.044342835,0.051587523,0.058457118,0.07383951,0.081121852,0.078511898,0.076141827,0.067110802,0.090789657,0.085000098,0.080644016,0.090831761,0.085004933,0.084605693,0.072731738,0.080925686,0.080600155,0.086841183,0.090854767,0.095246058,0.087922621,0.091452682
Primary Energy Production,total,Guinea,Quad Btu,0.001537424,0.001547044,0.001547193,0.001609563,0.0016182,0.001681967,0.001702698,0.001719135,0.001734432,0.00177344,0.001799546,0.001836736,0.001840876,0.00185562,0.001877512,0.001969592,0.0020163,0.002910705,0.003130479,0.003998366,0.004141606,0.005641818,0.005991897,0.0040095,0.005498784,0.004889511,0.004523064,0.005268172,0.005163496,0.005054704,0.004711172,0.004021452,0.004671404,0.004598762,0.00410832,0.003569177,0.003674336
Primary Energy Production,total,Guinea-Bissau,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,3.73E-05,3.69E-05
Primary Energy Production,total,Guyana,Quad Btu,5.19E-05,5.23E-05,5.23E-05,5.26E-05,5.22E-05,5.22E-05,5.22E-05,5.21E-05,5.16E-05,5.22E-05,5.20E-05,5.22E-05,5.17E-05,5.15E-05,5.16E-05,5.16E-05,5.17E-05,5.11E-05,6.12E-05,6.14E-05,0,0,0,0,0,2.00E-06,2.98E-06,3.95E-06,3.94E-06,4.88E-06,5.85E-06,7.77E-06,9.52E-06,9.54E-06,8.56E-05,9.41E-05,9.32E-05
Primary Energy Production,total,Haiti,Quad Btu,0.002378853,0.002446003,0.002697133,0.002819365,0.00290232,0.003207229,0.003488964,0.003459108,0.003427568,0.003463424,0.003827936,0.00360042,0.003288756,0.002793739,0.002382996,0.002578,0.00278146,0.002022174,0.003089691,0.00270989,0.00285628,0.00289324,0.002614461,0.0025515,0.002574112,0.002619738,0.002658292,0.001502368,0.001763866,0.0020008,0.0017073,0.00116592,0.002103036,0.001354822,0.00086541,0.000782796,0.000655472
Primary Energy Production,total,Hawaiian Trade Zone,Quad Btu,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Primary Energy Production,total,Honduras,Quad Btu,0.008019539,0.008581915,0.008844088,0.008742135,0.0090306,0.009047102,0.013287312,0.011783889,0.017953436,0.0190384,0.021490532,0.021894728,0.02244214,0.023102469,0.0185688,0.017076672,0.02087646,0.021079632,0.019415088,0.02157686,0.022829838,0.019570702,0.01637853,0.01782,0.014633376,0.01859814,0.021732529,0.023098908,0.02429011,0.02866512,0.03287772,0.030585968,0.031935696,0.031475759,0.03027984,0.035086035,0.041008544
Primary Energy Production,total,Hong Kong,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92E-06,9.88E-06,9.85E-06,9.76E-06,0.001063791,0.00191178,0.001062095,0.001493206,0.005115734,0.000969176,0.000960128
Primary Energy Production,total,Hungary,Quad Btu,0.52171164,0.516299331,0.545623047,0.554387499,0.580981466,0.617171066,0.610955873,0.633680243,0.63187463,0.603026236,0.555180159,0.51744222,0.510102899,0.501234961,0.503723105,0.500889428,0.490863139,0.497110396,0.451132092,0.431936079,0.428306498,0.425478741,0.394682826,0.367496953,0.377610101,0.38246242,0.376273116,0.369367791,0.379817349,0.396038283,0.393487944,0.3837169,0.368667041,0.361430413,0.359733652,0.360788802,0.366811104
Primary Energy Production,total,Iceland,Quad Btu,0.032233974,0.033627309,0.037373067,0.039660469,0.04093524,0.040200056,0.042389868,0.043259688,0.045570136,0.046672768,0.046413724,0.04638802,0.046507974,0.048215193,0.04879468,0.0507866,0.0524238,0.056477175,0.06342534,0.072839798,0.077680615,0.082281679,0.08484282,0.085282875,0.085616768,0.086101389,0.097731907,0.117530644,0.161024214,0.16307984,0.163354464,0.163704884,0.164560188,0.171690295,0.16929702,0.172904726,0.167736208
Primary Energy Production,total,India,Quad Btu,2.799891653,3.316297865,3.57745823,3.937100435,4.237352599,4.549419946,4.889511357,5.066246259,5.597588713,5.855354578,6.100520716,6.474169403,6.52876587,6.746445294,7.240966145,7.660795559,7.907760233,8.251496028,8.393503836,8.454633853,8.569018575,8.858898971,9.302866651,9.825584373,10.36520006,10.95951778,11.58546587,12.17424925,12.21447432,12.57869053,13.72154571,14.13212178,15.1121594,15.00339639,15.56227727,15.93437743,16.28460224
Primary Energy Production,total,Indonesia,Quad Btu,4.225681964,4.332759688,3.708561298,3.847054316,4.288773578,4.189855669,4.387913235,4.382870406,4.554016218,4.948043972,5.266932323,5.849819625,6.004933014,6.210654493,6.538184106,6.782098909,7.256380856,7.259888784,7.346399035,7.79710633,7.574932537,7.351563614,7.529367386,7.808425507,8.136909286,8.595653393,9.215731754,9.915215209,10.80835649,11.84909129,13.11250553,14.61051589,15.54652895,16.05691157,15.25621784,15.24339224,15.15897008
Primary Energy Production,total,Iran,Quad Btu,3.941745948,3.290340517,5.13092634,5.676362374,5.297165998,5.579813637,5.06250879,5.665771222,5.706646711,7.013351114,7.648349398,8.25505178,8.52535701,8.835479207,9.160228703,9.347056317,9.640899212,9.841241964,9.897196067,9.997527531,10.39981225,10.67396577,10.44595601,11.35723813,12.05875502,13.11896688,13.12696077,13.00008024,13.36109671,14.26189611,14.6100842,14.7862374,13.63328001,13.05102533,13.90018346,14.47759629,17.01938465
Primary Energy Production,total,Iraq,Quad Btu,5.44988855,2.163782551,2.189034569,2.167665041,2.61073692,3.090456188,3.659309324,4.577280876,5.970644892,6.470998968,4.541557938,0.691692852,1.018264891,1.211588852,1.328095224,1.351806268,1.389818296,2.603277026,4.706412189,5.474860734,5.622580717,5.21705952,4.422128256,2.843709214,4.377385386,4.124647395,4.39362138,4.563593592,5.183920747,5.173530109,5.21100143,5.662033155,6.43906144,6.596502235,7.235618663,8.669631453,9.561039517
Primary Energy Production,total,Ireland,Quad Btu,0.042330009,0.06040964,0.081857601,0.088895537,0.091626136,0.09753729,0.071182982,0.068233589,0.08131289,0.088911863,0.090918714,0.092381768,0.091914768,0.103228525,0.106153288,0.106978364,0.103044799,0.092213367,0.073860477,0.059664641,0.055040677,0.040358418,0.043096281,0.035849316,0.04465319,0.039471217,0.042787304,0.045164505,0.052380358,0.056412218,0.048878436,0.062135168,0.059578107,0.062074135,0.068280371,0.079368194,0.180932151
Primary Energy Production,total,Israel,Quad Btu,0.08123974,0.08315156,0.00555414,0.00447614,0.004496028,0.00447614,0.00422934,0.003771478,0.003745816,0.003236976,0.002096128,0.002127538,0.002745886,0.002375127,0.00194432,0.00216534,0.002582539,0.003019496,0.002586936,0.001935624,0.001396752,0.001286234,0.00146329,0.002105858,0.02399041,0.025508086,0.03515039,0.041314831,0.051879773,0.043908608,0.058851464,0.098694535,0.055928802,0.173031407,0.297970488,0.322150641,0.363678279
Primary Energy Production,total,Italy,Quad Btu,1.105697784,1.137277823,1.196514822,1.146212165,1.195851914,1.196731583,1.271325264,1.207260316,1.279950196,1.206297074,1.202422879,1.300863327,1.329400372,1.358321404,1.426195309,1.360835839,1.429340639,1.423633868,1.408307889,1.348269354,1.32874766,1.300367521,1.228615301,1.185482978,1.26576095,1.209943032,1.181845327,1.100873751,1.1835723,1.204410266,1.323145785,1.381039659,1.446682039,1.613732778,1.684937209,1.525190597,1.405468919
Primary Energy Production,total,Jamaica,Quad Btu,0.001786737,0.001787463,0.001954899,0.002146084,0.00139896,0.001295428,0.001702698,0.001937934,0.001899616,0.002232448,0.002153214,0.001732376,0.0020684,0.002216435,0.002486156,0.002248016,0.00235752,0.002440907,0.002192355,0.002219042,0.002213617,0.001487952,0.003732393,0.004869662,0.004621332,0.005220853,0.009301838,0.008813774,0.010888303,0.00315248,0.00321948,0.003682364,0.003968172,0.003644662,0.003804,0.003932618,0.007049293
Primary Energy Production,total,Japan,Quad Btu,2.34391678,2.363611266,2.515905458,2.659831397,2.771413144,3.113415156,3.190653267,3.376761958,3.339074697,3.344675184,3.336904363,3.545898874,3.476330797,3.841242612,3.739034772,4.119186495,4.216542727,4.453630596,4.553501994,4.346195269,4.39532815,4.359807319,4.073759852,3.679283963,4.085141314,4.301832077,4.544179835,4.184518027,3.880731062,4.098333954,4.351390733,3.119497511,1.62204972,1.715678249,1.717366412,1.915682924,2.041423185
Primary Energy Production,total,Jordan,Quad Btu,0,0,0,0,0,0,0.002391628,0.001378106,0.001458644,0.00391012,0.006113462,0.005999312,0.0055491,0.008027029,0.0108644,0.01072128,0.010204215,0.010722693,0.010869043,0.010879733,0.011048221,0.01109462,0.012621717,0.012517587,0.012622551,0.011432784,0.012336054,0.008595591,0.007236005,0.006771984,0.006810741,0.006488206,0.006406353,0.005521939,0.005296059,0.006738414,0.012230052
Primary Energy Production,total,Kazakhstan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,4.679485757,4.041948928,3.797041148,3.288439583,3.183863861,3.269158392,3.224464163,3.062975135,3.942105842,4.260540062,4.505979444,4.743196612,5.256659854,5.548900275,6.064467093,6.358252297,6.445520739,6.676084202,7.117375217,7.383642226,7.440631747,7.530181004,7.542968582,7.539508069,7.358620338
Primary Energy Production,total,Kenya,Quad Btu,0.01227862,0.016125847,0.016908307,0.019568812,0.019312434,0.022372773,0.023338453,0.024181457,0.028737886,0.030599664,0.031607829,0.033875256,0.033652868,0.035618317,0.03528072,0.037566616,0.0396539,0.037931082,0.038269341,0.029819016,0.020983457,0.032807275,0.03855567,0.04384125,0.041977056,0.043155684,0.045369506,0.0474432,0.040765998,0.036892014,0.050159408,0.05084512,0.058597429,0.059496165,0.072852794,0.079817819,0.072531449
Primary Energy Production,total,Kiribati,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-06,3.97E-06,3.95E-06,4.93E-06,4.88E-06,6.83E-06,6.80E-06,7.61E-06,7.63E-06,9.51E-06,3.73E-05,4.62E-05
Primary Energy Production,total,North Korea,Quad Btu,0.875294826,0.909210987,0.951945841,0.963103266,0.985912431,0.813924468,0.816346092,0.81645225,0.969146117,0.785403081,0.999813847,0.942300171,0.884471652,0.822449952,0.784537497,0.745455357,0.659682162,0.629649549,0.574125435,0.641129895,0.672714693,0.69353163,0.661271784,0.682054659,0.701849061,0.73972654,0.749063683,0.740701562,0.771625594,0.766458349,0.943556401,0.891928636,0.894418094,0.890013976,0.899396393,0.796780787,0.914394939
Primary Energy Production,total,South Korea,Quad Btu,0.531496862,0.566063162,0.574031003,0.628380418,0.692643339,0.782829222,0.939425476,1.057333721,1.044559474,1.038700836,1.001988446,0.966479303,0.883953037,0.845610326,0.776284913,0.818736962,0.858737906,0.875686546,1.007233923,1.133034581,1.186210828,1.208162356,1.250930788,1.364223408,1.366889955,1.498943349,1.533706452,1.492886695,1.56017945,1.539687253,1.552411374,1.621398897,1.566080825,1.467615973,1.622857689,1.710073277,1.728423733
