variable,fuel,country,unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Primary Energy Production,Coal,Tonga,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Trinidad and Tobago,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Tunisia,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Turkey,Quad Btu,0.166007117,0.187229288,0.202078569,0.225012063,0.267144446,0.356498612,0.413720931,0.418810331,0.349555281,0.465345802,0.422732109,0.410966773,0.458411384,0.432821777,0.484615997,0.490873017,0.50237096,0.534155195,0.600593694,0.597518663,0.563916149,0.553478869,0.481166615,0.432848516,0.413364406,0.519992225,0.572713412,0.671729415,0.707720649,0.708585223,0.654215107,0.670196356,0.626316998,0.589275824,0.589032564,0.551246437,0.647522323
Primary Energy Production,Coal,Turkmenistan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Turks and Caicos Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,U.S. Pacific Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,U.S. Territories,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Uganda,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Ukraine,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,3.055188537,2.617951278,2.141912865,1.889247275,1.410485105,1.450400523,1.473998162,1.555537538,1.545187262,1.527383796,1.524214334,1.59047591,1.475508609,1.49462443,1.527061898,1.590005443,1.595626286,1.476622873,1.427719057,1.552145222,1.622442911,1.595304388,1.116221029,0.831473632,0.856508764
Primary Energy Production,Coal,United Arab Emirates,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,United Kingdom,Quad Btu,3.31069197,3.243814959,3.173629724,3.03476068,1.30247305,2.394924802,2.750889653,2.660142537,2.64825838,2.54020671,2.360595621,2.415563027,2.150167157,1.73551951,1.266922371,1.349678855,1.277406895,1.234094615,1.047867078,0.943530797,0.79392275,0.812550594,0.763156272,0.719640408,0.638639828,0.521630506,0.471218269,0.432791981,0.459435904,0.454855287,0.466866683,0.472108945,0.431774066,0.32249188,0.295869384,0.217745127,0.106613967
Primary Energy Production,Coal,United States,Quad Btu,18.597726,18.37677303,18.63877302,17.24667097,19.71921089,19.32516853,19.50945961,20.14110751,20.73764505,21.3601734,22.48753768,21.63642137,21.69413058,20.33566016,22.20208916,22.1295451,22.79013753,23.30960938,24.04520142,23.29509314,22.73546865,23.547076,22.73223797,22.0936432,22.8520963,23.18519104,23.78950304,23.49274906,23.85136125,21.62372888,22.03822903,22.2213976,20.67690153,20.001,20.28599999,17.94600002,14.66698958
Primary Energy Production,Coal,Uruguay,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Uzbekistan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.084513215,0.071158568,0.071051609,0.046664863,0.043349121,0.045029912,0.044663194,0.04538135,0.039269384,0.041423852,0.04180585,0.029230479,0.042539286,0.047001021,0.049430528,0.052593471,0.050270923,0.055832813,0.055466095,0.058735997,0.058873516,0.062494856,0.069868345,0.062967403,0.068646627
Primary Energy Production,Coal,Vanuatu,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Venezuela,Quad Btu,0.001235862,0.001441838,0.001500689,0.001088735,0.001500689,0.001588965,0.001677241,0.00356046,0.032073549,0.062528708,0.064411925,0.063999971,0.072091922,0.112257421,0.125881323,0.119584314,0.107078573,0.151422461,0.219394844,0.205358988,0.232018286,0.223190704,0.216834845,0.217452776,0.214583812,0.211714847,0.205476689,0.179405896,0.144831199,0.109697422,0.093263406,0.076829391,0.056231699,0.045774057,0.035630867,0.025088094,0.022839807
Primary Energy Production,Coal,Vietnam,Quad Btu,0.136845075,0.157898163,0.165266744,0.165793071,0.131581803,0.147213721,0.161108759,0.166635195,0.159450828,0.135160828,0.1217658,0.13695034,0.137687198,0.14671371,0.162029832,0.21974161,0.258505609,0.299690714,0.30716456,0.253400235,0.305506629,0.352560282,0.43182516,0.508274187,0.719726144,0.897203679,1.020495828,1.117997944,1.046785872,1.159972539,1.179894024,1.22663188,1.1074714,1.043575276,1.081233988,1.096444844,1.013890422
Primary Energy Production,Coal,U.S. Virgin Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,British Virgin Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Wake Island,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Western Sahara,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Yemen,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Coal,Zambia,Quad Btu,0.013940888,0.012427446,0.014806026,0.011089936,0.012572891,0.01248248,0.013500519,0.011320486,0.012802536,0.010036715,0.011156783,0.012276852,0.012656342,0.015236841,0.01316898,0.007394838,0.006399145,0.006696465,0.007990625,0.007080283,0.005553738,0.005654369,0.004807397,0.004901647,0.0051678,0.003667286,0.001564709,0.00034228,8.56E-05,0,0,0,0.002200372,0.004305394,0.003893296,0.002529096,0.003089448
Primary Energy Production,Coal,Zimbabwe,Quad Btu,0.06838806,0.0611243,0.064064393,0.064558527,0.067152727,0.076689501,0.088622823,0.120148532,0.115824865,0.118394359,0.13598534,0.138752483,0.137072432,0.130574586,0.135120607,0.114712924,0.108980984,0.098950088,0.102853737,0.114292911,0.108709211,0.102409018,0.097887703,0.087708568,0.080074216,0.089487446,0.086399116,0.083261373,0.062730156,0.041193379,0.061771538,0.063300879,0.0393725,0.076941414,0.142849465,0.107072056,0.066673097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Energy Production,Natural Gas,Afghanistan,Quad Btu,0.06282,0.082713,0.084807,0.088995,0.088995,0.109935,0.109935,0.103653,0.110982,0.108888,0.108890595,0.011517,0.011092442,0.011092442,0.01108773,0.00739182,0.008504205,0.008504205,0.008504205,0.008504205,0.008504205,0.00184874,0.00184874,0.000739496,0.000739496,0.000739496,0.000739496,0.001478992,0.00184874,0.001109244,0.00524668,0.005967683,0.005927011,0.005712559,0.00524668,0.005405671,0.006111883
Primary Energy Production,Natural Gas,Albania,Quad Btu,0.01047,0.011517,0.01047,0.011517,0.011517,0.01047,0.014658,0.016752,0.026175,0.026175,0.009425153,0.00522,0.003760488,0.001105596,0.00110664,0.00110664,0.001106066,0.000737377,0.001106066,0.000737377,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.000365157,0.001071104,0.001071104,0.000352797,0.000352797,0.000599755,0.000670314,0.00112895,0.001234789,0.001587572
Primary Energy Production,Natural Gas,Algeria,Quad Btu,0.48498,0.91096,1.11156,1.55052,1.6048,1.6048,1.5694,1.7995,1.9293,2.01662,2.10866,2.28094,2.32528086,2.24443788,2.1319296,2.421124,2.472774311,2.742220345,2.935250369,3.240914407,3.312952416,3.141016395,3.154150396,3.211860404,3.189970401,3.551553446,3.470560436,3.181396766,3.244329368,3.12573284,3.173258283,3.104137435,3.242416637,2.987160805,3.123939826,3.114376171,3.517358923
Primary Energy Production,Natural Gas,American Samoa,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Angola,Quad Btu,0.0096324,0.0092136,0.01047,0.012564,0.012564,0.013611,0.014658,0.016752,0.018846,0.015705,0.019892073,0.02094,0.021075639,0.020705891,0.01922292,0.020705891,0.020705891,0.021075639,0.021445387,0.020705891,0.021075639,0.019596647,0.022924379,0.024033623,0.027731104,0.024033623,0.025142867,0.030689088,0.025142867,0.025512615,0.027139507,0.027805053,0.028100852,0.034201695,0.027028582,0.028581524,0.063337546
Primary Energy Production,Natural Gas,Antarctica,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Antigua and Barbuda,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Argentina,Quad Btu,0.28728,0.354996,0.409374,0.45657,0.506844,0.513,0.561222,0.540702,0.648432,0.73872,0.64640052,0.73550235,0.7414066,0.794182235,0.8218507,0.92297535,0.98054393,1.010436312,1.091994538,1.27577733,1.380585187,1.37062106,1.332609759,1.514547342,1.656259374,1.683937505,1.701282468,1.654414165,1.625997951,1.526430486,1.479857418,1.430774865,1.389073147,1.312312463,1.310098213,1.34331197,1.449078437
Primary Energy Production,Natural Gas,Armenia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Aruba,Quad Btu,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Australia,Quad Btu,0.329589,0.385398,0.424359,0.444366,0.464814,0.495873,0.541284,0.554876,0.578865,0.59451,0.780117,0.812487,0.868372224,0.9320402,1.006121384,1.114948935,1.148786073,1.139640901,1.183309099,1.20460973,1.250564221,1.278838045,1.332527828,1.305589193,1.313499047,1.382133043,1.396590828,1.474011549,1.516708443,1.574531812,1.961126244,2.100693204,2.01200654,2.299111459,2.333267558,2.503116861,3.236309442
Primary Energy Production,Natural Gas,Austria,Quad Btu,0.0747,0.055335,0.050995,0.046397,0.048555,0.04428,0.042081,0.044239,0.047256,0.050478,0.045315,0.047329,0.051357,0.053371,0.04818495,0.05270638,0.05305881,0.050782829,0.055761537,0.061755341,0.064062293,0.061471408,0.066724161,0.074212883,0.070293872,0.06187866,0.071496807,0.070034942,0.058039214,0.059080759,0.061600108,0.060696878,0.065235073,0.052495522,0.047839456,0.045742602,0.042953495
Primary Energy Production,Natural Gas,Azerbaijan,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.288403479,0.251428674,0.23589957,0.24289353,0.24773067,0.220369838,0.20668916,0.22184883,0.209277396,0.211495885,0.187146545,0.187506758,0.184005276,0.213754632,0.250482232,0.375664019,0.566454013,0.567193509,0.57828595,0.567563257,0.594924612,0.617479244,0.647059088,0.66554649,0.646393704
Primary Energy Production,Natural Gas,Bahamas,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Bahrain,Quad Btu,0.1047,0.12564,0.13611,0.14658,0.139251,0.171708,0.18846,0.227199,0.190554,0.194742,0.214636228,0.243951,0.196705963,0.244773209,0.23996193,0.23996193,0.242924469,0.294689196,0.306521133,0.31095811,0.316874079,0.329075765,0.349781655,0.355697624,0.360504349,0.396000162,0.418924541,0.435563203,0.45885733,0.461445566,0.47216826,0.466622039,0.506554829,0.543529634,0.573109478,0.573109478,0.566823814
Primary Energy Production,Natural Gas,Bangladesh,Quad Btu,0.04705,0.05646,0.061165,0.064929,0.089395,0.0941,0.106333,0.123271,0.14115,0.154324,0.152442,0.162793,0.194071464,0.21339653,0.23225676,0.25480433,0.261374791,0.263794928,0.283501757,0.312889134,0.335361835,0.356105866,0.383764574,0.432080791,0.470028524,0.50232056,0.549682213,0.596983477,0.658056179,0.720553134,0.741459261,0.74072259,0.811442996,0.839804826,0.880321726,0.989399256,1.083876497
Primary Energy Production,Natural Gas,Barbados,Quad Btu,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0003141,0.0009423,0.001047,0.001257143,0.001220169,0.001774791,0.001737816,0.001700841,0.001737816,0.001663866,0.001589917,0.001368068,0.001737816,0.001401796,0.001191385,0.001072269,0.001072269,0.001109244,0.000974338,0.000993294,0.000696633,0.000629339,0.000603749,0.000597114,0.000610383,0.000698529,0.000818899,0.000525081,0.000655878,0.000634977
Primary Energy Production,Natural Gas,Belarus,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.01061888,0.01061888,0.01061888,0.01098183,0.01098183,0.007324331,0.008056764,0.007690548,0.007360953,0.007324331,0.006958114,0.005859465,0.006598255,0.006304999,0.006231685,0.005865115,0.005571859,0.005498546,0.000989738,0.00109865,0.000732433,0.001391623,0.00109865,0.00109865,0.000805679
Primary Energy Production,Natural Gas,Belgium,Quad Btu,0.0014756,0.0011781,0.0011594,0.0006444,0.0013936,0.0014938,0.0009693,0.001059,0.0006288,0.0005015,0.00042252,0.000363156,0.000209668,0.000168712,4.62E-05,0,7.52E-05,0,0,0,6.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Belize,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Benin,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Bermuda,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Bhutan,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Bolivia,Quad Btu,0.073707,0.072774,0.081,0.084,0.092,0.089,0.092,0.091,0.098,0.107,0.107,0.104,0.11,0.10311,0.10489,0.11744096,0.114033901,0.116986235,0.11181965,0.091153312,0.122521861,0.172711539,0.214044215,0.266448144,0.370886959,0.455766561,0.486766068,0.519979826,0.54105211,0.465730689,0.530312995,0.580133631,0.660953774,0.755797504,0.774987675,0.749154753,0.711328294
Primary Energy Production,Natural Gas,Bosnia and Herzegovina,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.000805504,0,0,0.03152576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Botswana,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Brazil,Quad Btu,0.056616,0.056616,0.050922,0.063099,0.081918,0.101844,0.09963,0.116235,0.107379,0.136161,0.113975,0.1396605,0.152986699,0.15184,0.158288,0.1656408,0.18547438,0.202736352,0.21302008,0.226609292,0.267744204,0.243136712,0.298595388,0.323937432,0.354788616,0.365039148,0.369149108,0.367654577,0.471524467,0.384094416,0.470403569,0.544756477,0.634278872,0.710985665,0.760454634,0.762584341,0.782655785
Primary Energy Production,Natural Gas,Brunei,Quad Btu,0.383624,0.416402,0.393336,0.401834,0.367842,0.35813,0.355702,0.373912,0.369056,0.372698,0.386052,0.319658,0.330103431,0.337439351,0.3431419,0.3810508,0.375339827,0.374117222,0.329815261,0.349411907,0.365680821,0.382689232,0.401176634,0.421512777,0.425210258,0.425210258,0.510252309,0.51013577,0.501141039,0.422604011,0.435052548,0.458648618,0.436158614,0.4398455,0.405926149,0.44242632,0.42771577
Primary Energy Production,Natural Gas,Bulgaria,Quad Btu,0.004248,0.0039648,0.002832,0.003304,0.002832,0.003776,0.004715,0.0041492,0.0003772,0.0003772,0.000332879,0.000321304,0.001398474,0.00244728,0.0020988,0.00175053,0.00139731,0.001399887,0.001054153,0.000704181,0.000693587,0.000693587,0.000712746,0.000712746,0.01178305,0.111730455,0.01648319,0.010446177,0.003892419,0.000353856,0.001785173,0.012496213,0.0135924,0.009925563,0.006426624,0.003725802,0.003320394
Primary Energy Production,Natural Gas,Burkina Faso,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Burma (Myanmar),Quad Btu,0.011517,0.012564,0.016752,0.019893,0.024081,0.029316,0.039786,0.04188,0.038739,0.039786,0.039786,0.03691681,0.0363519,0.040943684,0.053227,0.06104768,0.059555216,0.056205235,0.065510738,0.054303169,0.10765919,0.22100127,0.312664884,0.357331296,0.379664502,0.48388613,0.468997326,0.503241575,0.461552924,0.429541995,0.448525221,0.443314139,0.44554746,0.458575163,0.563541231,0.651385175,0.70576607
Primary Energy Production,Natural Gas,Burundi,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Cambodia,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Cameroon,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739496,0.000739496,0.000739496,0.000739496,0.000739496,0.007764709,0.005546221,0.010057147,1.86E-18,0.017341184,0.025142867,0.026621847
Primary Energy Production,Natural Gas,Canada,Quad Btu,2.805903,2.70204,2.785629,2.61222,2.839953,3.095738,2.902068,3.149545,3.634758,3.779178,3.90286572,4.1183625,4.59712476,4.99341915,5.45027895,5.72063237,5.830823381,5.894882567,6.119428403,6.409334535,6.59910216,6.741972524,6.777342615,6.614799678,6.644988705,6.737999127,6.724724855,6.595387587,6.208986713,5.808304171,5.571873642,5.40008113,5.281211866,5.349782343,5.598649417,5.781002514,5.849182194
Primary Energy Production,Natural Gas,Cape Verde,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Cayman Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Central African Republic,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Chad,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Chile,Quad Btu,0.085,0.085,0.049,0.046,0.048,0.044,0.026,0.026,0.035,0.057,0.066,0.052,0.05544455,0.0618,0.06851,0.0671,0.067116158,0.078981998,0.073790693,0.0444969,0.042272055,0.0444969,0.073164734,0.061124968,0.060569286,0.071201326,0.068385873,0.065866783,0.064199739,0.071714171,0.069092196,0.05893594,0.046481552,0.036252987,0.029616236,0.037363162,0.044739358
Primary Energy Production,Natural Gas,China,Quad Btu,0.581255,0.51795,0.438531,0.496081,0.504138,0.526007,0.557084,0.568594,0.565141,0.581255,0.584708,0.605426,0.613778232,0.64263783,0.6775937,0.69883842,0.827163257,0.931107521,0.954703238,1.033410343,1.005638769,1.118565544,1.204552272,1.265813203,1.504214173,1.842256416,2.159558513,2.556352202,2.806193467,3.10888151,3.484123162,3.791940885,3.830505748,4.165374232,4.556115637,4.903593812,5.010248968
Primary Energy Production,Natural Gas,Colombia,Quad Btu,0.1188,0.1272,0.1272,0.1224,0.1716,0.1728,0.1728,0.13006,0.135634,0.135634,0.140279,0.143995,0.140088601,0.145853,0.15091605,0.14927172,0.15550819,0.195861581,0.205375795,0.169943549,0.18700352,0.199798497,0.202095032,0.199798497,0.208656559,0.218826925,0.236871125,0.250650331,0.295268715,0.344152091,0.36941397,0.359243603,0.391395086,0.419937728,0.416000812,0.390718625,0.355385102
Primary Energy Production,Natural Gas,Comoros,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Congo (Brazzaville),Quad Btu,0.0005235,0.0006282,0.0006282,0.0007329,0.0007329,0.002094,0.0004188,0.002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004436977,0.006655465,0.010722693,0.013680678,0.019596647,0.034386569,0.042521026,0.043223547,0.061008428,0.055462208,0.055462208,0.051764758
Primary Energy Production,Natural Gas,Congo (Kinshasa),Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Cook Islands,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Costa Rica,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Cote dIvoire (IvoryCoast),Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147627,0.01331093,0.022184883,0.029579844,0.049546239,0.049915987,0.049915987,0.047369422,0.047369422,0.04595541,0.04595541,0.04595541,0.053025473,0.056560504,0.056560504,0.058504771,0.057621013,0.062923561,0.072256044,0.072856999,0.0729277,0.081659153
Primary Energy Production,Natural Gas,Croatia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.067293831,0.076463897,0.06655779,0.07283979,0.06655779,0.059159688,0.058050444,0.057310948,0.061378176,0.065075657,0.055833015,0.066639405,0.058843266,0.055200877,0.056578868,0.072943768,0.073087747,0.071112403,0.068224342,0.065018447,0.061092125,0.053311524,0.050321756,0.048592734,0.043621837
Primary Energy Production,Natural Gas,Cuba,Quad Btu,0.0006282,0.0003141,0.0003141,0.0003141,0.0001047,0.0002094,0.0002094,0.0008376,0.0007329,0.0011517,0.00119358,0.00123546,0.00127734,0.00130875,0.00127734,0.00151648,0.001589917,0.027731104,0.014789922,0.018487403,0.022184883,0.011092442,0.012941182,0.013680678,0.013680678,0.014789922,0.014789922,0.021019488,0.040637677,0.040637677,0.037484754,0.036083454,0.036223584,0.037344624,0.042038976,0.0437906,0.041688669
Primary Energy Production,Natural Gas,Cyprus,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Czech Republic,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,0.008295735,0.00980712,0.00872781,0.008025969,0.00720087,0.007464037,0.00772445,0.007463296,0.00537353,0.005057391,0.005778664,0.00715994,0.006793087,0.006494852,0.007226085,0.007069851,0.008009442,0.008934433,0.008350953,0.009430461,0.009078783,0.009344227,0.009031384,0.007971028
Primary Energy Production,Natural Gas,Denmark,Quad Btu,0,0,0,0.001653,0.012122,0.047386,0.079344,0.101384,0.102486,0.120118,0.122322,0.153178,0.15983408,0.177184502,0.19146974,0.20751258,0.251888475,0.305470159,0.301951726,0.310069232,0.32827588,0.334411861,0.335083694,0.317569608,0.374314986,0.413577037,0.411167318,0.364469764,0.397465381,0.331508438,0.323766749,0.260078959,0.22748186,0.188807853,0.182479492,0.182719786,0.178763133
Primary Energy Production,Natural Gas,Djibouti,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Dominica,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Dominican Republic,Quad Btu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary Energy Production,Natural Gas,Ecuador,Quad Btu,0.0039,0.00247,0.0026,0.0039,0.0052,0.0052,0.0039,0.00247,0.00364,0.00364,0.0052,0.004194015,0.00459095,0.004589,0.004589,0.005512,0.00550914,0.00459095,0.00459095,0.00459095,0.00642733,0.00734552,0.00459095,0.006886425,0.007804615,0.01193647,0.01285466,0.012625113,0.010256182,0.011038621,0.012306571,0.008987526,0.019280295,0.01920571,0.021555146,0.018534442,0.020399058
